Nom,Lien,Code INSEE,Page Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Spacieuse maison de caractère à amanlis,https://www.etreproprio.com/immobilier-23876452-vente-spacieuse-maison-de-caractere-a-amanlis-amanlis,35002,https://www.etreproprio.com/annonces/th.lc35002-r0.odd.g1#list,275000.0,Amanlis 35150,225.0,652,8.0,1222.0
"Maison de 7 pièces de 148,83 m² située à amanlis",https://www.etreproprio.com/immobilier-23814658-vente-maison-de-7-pieces-de-14883-m-situee-a-amanlis-amanlis,35002,https://www.etreproprio.com/annonces/th.lc35002-r0.odd.g1#list,310000.0,Amanlis 35150,148.0,1 495,7.0,2095.0
Maison 225m² à amanlis,https://www.etreproprio.com/immobilier-23634745-vente-maison-225m-a-amanlis-amanlis,35002,https://www.etreproprio.com/annonces/th.lc35002-r0.odd.g1#list,275000.0,Amanlis 35150,225.0,650,8.0,1222.0
Maison 92m² à amanlis,https://www.etreproprio.com/immobilier-22460780-vente-maison-92m-a-amanlis-amanlis,35002,https://www.etreproprio.com/annonces/th.lc35002-r0.odd.g1#list,135000.0,Amanlis 35150,92.0,666,5.0,1467.0
Maison non mitoyenne - 4 chambres terrain 8 377 m²,https://www.etreproprio.com/immobilier-21025853-vente-maison-non-mitoyenne-4-chambres-terrain-8-377-m-amanlis,35002,https://www.etreproprio.com/annonces/th.lc35002-r0.odd.g1#list,,Amanlis 35150,101.0,8 377,5.0,
"Maison non mitoyenne - 3 chambres, un bureau terrain 755 m²",https://www.etreproprio.com/immobilier-20146075-vente-maison-non-mitoyenne-3-chambres-un-bureau-terrain-755-m-amanlis,35002,https://www.etreproprio.com/annonces/th.lc35002-r0.odd.g1#list,,Amanlis 35150,108.0,755,5.0,
Maison amanlis 92 m2 - terrain 666 m²- dépendances,https://www.etreproprio.com/immobilier-16329394-vente-maison-amanlis-92-m2-terrain-666-m-dependances-amanlis,35002,https://www.etreproprio.com/annonces/th.lc35002-r0.odd.g1#list,135000.0,Amanlis 35150,92.0,666,5.0,1467.0
Longère  rénovée contemporaine t6/t7- 176 m2- piscine -secte,https://www.etreproprio.com/immobilier-23594292-vente-longere-renovee-contemporaine-t6t7-176-m2-piscine-secte-andouille-neuville,35003,https://www.etreproprio.com/annonces/th.lc35003-r0.odd.g1#list,496800.0,Andouille-Neuville 35250,178.0,640,7.0,2791.0
Maison 171m² à andouille-neuville,https://www.etreproprio.com/immobilier-23048611-vente-maison-171m-a-andouille-neuville-andouille-neuville,35003,https://www.etreproprio.com/annonces/th.lc35003-r0.odd.g1#list,432000.0,Andouille-Neuville 35250,171.0,6 642,5.0,2526.0
Maison 126m² à acigne,https://www.etreproprio.com/immobilier-23890248-vente-maison-126m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,404250.0,Acigne 35690,126.0,3 000,4.0,3208.0
Maison 85m² à acigne,https://www.etreproprio.com/immobilier-23839384-vente-maison-85m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,188500.0,Acigne 35690,85.0,600,4.0,2218.0
Maison récente 5 chambres à acigné,https://www.etreproprio.com/immobilier-23810105-vente-maison-recente-5-chambres-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,432411.0,Acigne 35690,135.0,418,7.0,3203.0
Jolie maison t5 a acigne !,https://www.etreproprio.com/immobilier-23810322-vente-jolie-maison-t5-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,299900.0,Acigne 35690,98.0,404,5.0,3060.0
Acigne - maison 7 pièces de 135m²,https://www.etreproprio.com/immobilier-23813323-vente-acigne-maison-7-pieces-de-135m-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,429000.0,Acigne 35690,134.0,418,7.0,3201.0
Maison 149m² à acigne,https://www.etreproprio.com/immobilier-23788646-vente-maison-149m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,372750.0,Acigne 35690,149.0,780,6.0,2502.0
Maison 153m² à acigne,https://www.etreproprio.com/immobilier-23779745-vente-maison-153m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,399000.0,Acigne 35690,153.0,625,8.0,2608.0
Maison 230m² à acigne,https://www.etreproprio.com/immobilier-23159377-vente-maison-230m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,440000.0,Acigne 35690,230.0,1 290,8.0,1913.0
Maison 230m² à acigne,https://www.etreproprio.com/immobilier-23609335-vente-maison-230m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,469800.0,Acigne 35690,230.0,,6.0,2043.0
Acigne - longère rénovée de 210m²,https://www.etreproprio.com/immobilier-23561127-vente-acigne-longere-renovee-de-210m-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,581000.0,Acigne 35690,210.0,6 846,8.0,2767.0
Acigne - maison 6 pièces de 121 m²,https://www.etreproprio.com/immobilier-23539139-vente-acigne-maison-6-pieces-de-121-m-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,427220.0,Acigne 35690,121.0,476,6.0,3531.0
Maison acigne 4 pièce(s) 126 m2,https://www.etreproprio.com/immobilier-23512546-vente-maison-acigne-4-pieces-126-m2-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,399990.0,Acigne 35690,126.0,3 000,4.0,3175.0
Maison 108m² à acigne,https://www.etreproprio.com/immobilier-22113663-vente-maison-108m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,262500.0,Acigne 35690,108.0,485,6.0,2431.0
Maison 115m² à acigne,https://www.etreproprio.com/immobilier-23102342-vente-maison-115m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,255000.0,Acigne 35690,115.0,,6.0,2217.0
Maison plain pied 142m² - 6 pièces,https://www.etreproprio.com/immobilier-23367396-vente-maison-plain-pied-142m-6-pieces-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,277720.0,Acigne 35690,142.0,1 200,6.0,1956.0
Acigne proche bourg - maison 6 pièce(s) 150 m²,https://www.etreproprio.com/immobilier-23033195-vente-acigne-proche-bourg-maison-6-pieces-150-m-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,465000.0,Acigne 35690,150.0,490,6.0,3100.0
Acigne - maison sur sous-sol de 82m²,https://www.etreproprio.com/immobilier-23310464-vente-acigne-maison-sur-sous-sol-de-82m-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,296970.0,Acigne 35690,81.0,1 300,5.0,3666.0
Maison 117m² à acigne,https://www.etreproprio.com/immobilier-23276383-vente-maison-117m-a-acigne-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,315000.0,Acigne 35690,117.0,140,6.0,2692.0
Maison 6 pièces - 130m²,https://www.etreproprio.com/immobilier-23042406-vente-maison-6-pieces-130m-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,354280.0,Acigne 35690,130.0,448,6.0,2725.0
"Maison en viager occupé à acigné, ille-et-vilaine",https://www.etreproprio.com/immobilier-22998381-vente-maison-en-viager-occupe-a-acigne-ille-et-vilaine-acigne,35001,https://www.etreproprio.com/annonces/th.lc35001-r0.odd.g1#list,82500.0,Acigne 35690,93.0,,4.0,887.0
Maison val-couesnon 9 pièce(s) 245 m2,https://www.etreproprio.com/immobilier-23909620-vente-maison-val-couesnon-9-pieces-245-m2-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,560000.0,Antrain 35560,245.0,4 363,9.0,2286.0
Maison en pierres 75m² - 3 pièces - 2 chambres - terrain 1960m² - val-couesnon,https://www.etreproprio.com/immobilier-23894090-vente-maison-en-pierres-75m-3-pieces-2-chambres-terrain-1960m-val-couesnon-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,107000.0,Antrain 35560,75.0,1 960,3.0,1427.0
Maison d'architecte de 245 m2 - 6 chambres - atelier de 150 m2,https://www.etreproprio.com/immobilier-23818085-vente-maison-d-architecte-de-245-m2-6-chambres-atelier-de-150-m2-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,555000.0,Antrain 35560,245.0,4 363,9.0,2265.0
A vendre - val couesnon - maison 9 pièce(s) 250 m²,https://www.etreproprio.com/immobilier-23860578-vente-a-vendre-val-couesnon-maison-9-pieces-250-m-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,560000.0,Antrain 35560,250.0,4 363,9.0,2240.0
Maison 75m² à antrain,https://www.etreproprio.com/immobilier-23796531-vente-maison-75m-a-antrain-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,49900.0,Antrain 35560,75.0,2 100,3.0,665.0
Maison 160m² à antrain,https://www.etreproprio.com/immobilier-23797775-vente-maison-160m-a-antrain-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,239500.0,Antrain 35560,160.0,,7.0,1497.0
Maison 112m² à antrain,https://www.etreproprio.com/immobilier-23785947-vente-maison-112m-a-antrain-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,147000.0,Antrain 35560,112.0,1 040,5.0,1312.0
"Bretagne, ille et vilaine, la fontenelle, 4 chambres, garage, grange, 5526m2 terrain",https://www.etreproprio.com/immobilier-23754717-vente-bretagne-ille-et-vilaine-la-fontenelle-4-chambres-garage-grange-5526m2-terrain-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,274000.0,Antrain 35460,134.0,5 516,6.0,2045.0
Longère en pierres – val-couesnon,https://www.etreproprio.com/immobilier-23672413-vente-longere-en-pierres-val-couesnon-antrain,35004,https://www.etreproprio.com/annonces/th.lc35004-r0.odd.g1#list,219000.0,Antrain 35460,125.0,,6.0,1752.0
